Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode
JPMorgan Chase Bank,0,Third Avenue and 79th Street Branch,802,12/3/1963,7/14/1996,201 East 79th Street,New York City,New York,NY,10075
JPMorgan Chase Bank,0,73rd Street & Broadway Branch,803,01/01/1800,7/14/1996,2099 Broadway,New York City,New York,NY,10023
JPMorgan Chase Bank,0,Third Avenue and 56th Street Branch,804,3/21/1962,7/14/1996,919 Third Avenue,New York City,New York,NY,10022
JPMorgan Chase Bank,0,Dyckman Street Branch,805,01/01/1800,7/14/1996,161 Dyckman Street,New York City,New York,NY,10040
JPMorgan Chase Bank,0,Ditmars Branch,810,01/01/1800,7/14/1996,22-45 31st Street,Astoria,Queens,NY,11105
JPMorgan Chase Bank,0,Corona 103rd St Branch,813,01/01/1800,7/14/1996,37-94 103rd Street,Corona,Queens,NY,11368
JPMorgan Chase Bank,0,Broadway-Flushing Branch,814,01/01/1800,7/14/1996,163-20 Northern Boulevard,Flushing,Queens,NY,11358
JPMorgan Chase Bank,0,Yellowstone Branch,816,10/28/1953,7/14/1996,104-17 Queens Boulevard,Forest Hills,Queens,NY,11375
JPMorgan Chase Bank,0,Fresh Meadows Branch,817,2/7/1949,7/14/1996,187-08 Horace Harding Expressway,Fresh Meadows,Queens,NY,11365
JPMorgan Chase Bank,0,Roosevelt and 75th St Branch,818,10/31/1949,7/14/1996,37-67 75th Street,Jackson Heights,Queens,NY,11372
JPMorgan Chase Bank,0,Jamaica Branch,819,01/01/1800,7/14/1996,161-10 Jamaica Avenue,Jamaica,Queens,NY,11432
JPMorgan Chase Bank,0,Kew Gardens Branch,820,01/01/1800,7/14/1996,81-35 Lefferts Boulevard,Kew Gardens,Queens,NY,11415
JPMorgan Chase Bank,0,Grand Ave and 66th St Branch,821,01/01/1800,7/14/1996,66-02 Grand Avenue,Maspeth,Queens,NY,11378
JPMorgan Chase Bank,0,Metropolitan Avenue Branch,822,01/01/1800,7/14/1996,51-15 Metropolitan Avenue,Ridgewood,Queens,NY,11385
JPMorgan Chase Bank,0,Metropolitan and 74th St Branch,823,01/01/1800,7/14/1996,74-03 Metropolitan Avenue,Middle Village,Queens,NY,11379
JPMorgan Chase Bank,0,Ozone Park Branch,825,01/01/1800,7/14/1996,96-19 101st Avenue,Ozone Park,Queens,NY,11416
JPMorgan Chase Bank,0,Richmond Hill South Branch,828,01/01/1800,7/14/1996,11118 Liberty Avenue,South Richmond Hill,Queens,NY,11419
JPMorgan Chase Bank,0,Rockaway Park Branch,830,01/01/1800,7/14/1996,257 Beach 116th St,Rockaway Park,Queens,NY,11694
JPMorgan Chase Bank,0,Whitestone Branch,832,01/01/1800,7/14/1996,153-15 Cross Island Parkway,Whitestone,Queens,NY,11357
JPMorgan Chase Bank,0,Woodhaven Branch,833,01/01/1800,7/14/1996,84-01 Jamaica Avenue,Woodhaven,Queens,NY,11421
JPMorgan Chase Bank,0,New Dorp Branch,835,7/5/1950,7/14/1996,200 New Dorp Lane,Staten Island,Richmond,NY,10306
JPMorgan Chase Bank,0,West New Brighton Branch,836,11/1/1951,7/14/1996,666 Forest Avenue,Staten Island,Richmond,NY,10310
JPMorgan Chase Bank,0,Syosset Branch,839,1/9/1963,7/14/1996,220 West Jericho Turnpike,Syosset,Nassau,NY,11791
JPMorgan Chase Bank,0,Yorktown Heights Branch,840,7/19/1962,7/14/1996,2035 Crompond Road,Yorktown Heights,Westchester,NY,10598
JPMorgan Chase Bank,0,Midwood Branch,841,8/12/1964,7/14/1996,1501 Avenue M,New York City,Kings,NY,11230
JPMorgan Chase Bank,0,South Valley Stream Branch,842,11/1/1966,7/14/1996,930 Rosedale Road,Valley Stream,Nassau,NY,11581
JPMorgan Chase Bank,0,Ardsley Branch,843,12/20/1966,7/14/1996,875 Saw Mill River Road,Ardsley,Westchester,NY,10502
JPMorgan Chase Bank,0,Brighton Beach Branch,845,12/28/1967,7/14/1996,722 Brighton Beach Avenue,Brooklyn,Kings,NY,11235
JPMorgan Chase Bank,0,Mcdonald Avenue Branch,846,12/19/1967,7/14/1996,4323 18th Avenue,Brooklyn,Kings,NY,11218
JPMorgan Chase Bank,0,Pelham Bay Branch,848,12/16/1968,7/14/1996,3217 Westchester Avenue,Bronx,Bronx,NY,10461
JPMorgan Chase Bank,0,Carle Place Branch,852,6/22/1970,7/14/1996,267 Old Country Road,Carle Place,Nassau,NY,11514
JPMorgan Chase Bank,0,Millwood Branch,853,9/25/1970,7/14/1996,230 Saw Millriver Road,Millwood,Westchester,NY,10546
JPMorgan Chase Bank,0,Second Avenue & 86th Street Branch,854,11/24/1970,7/14/1996,244 East 86th Street,New York City,New York,NY,10028
JPMorgan Chase Bank,0,Jamaica Estates Branch,856,3/25/1971,7/14/1996,184-01 Hillside Avenue,Jamaica,Queens,NY,11432
JPMorgan Chase Bank,0,Cross River Branch,861,7/14/1972,7/14/1996,20 N Salem Rd,Cross River,Westchester,NY,10518
JPMorgan Chase Bank,0,Quaker Ridge Branch,862,12/1/1972,7/14/1996,45 Quaker Ridge Road,New Rochelle,Westchester,NY,10804
JPMorgan Chase Bank,0,Gun Hill Road Branch,863,1/3/1973,7/14/1996,1650 Gun Hill Road,Bronx,Bronx,NY,10469
JPMorgan Chase Bank,0,East Hills Branch,872,12/27/1974,7/14/1996,425 Glen Cove Road,Roslyn Heights,Nassau,NY,11577
JPMorgan Chase Bank,0,Abingdon Square Branch,875,7/30/1975,7/14/1996,302 West 12th Street,New York City,New York,NY,10014
JPMorgan Chase Bank,0,Fort Washington Avenue Branch,876,12/1/1975,7/14/1996,596 Fort Washington Avenue,New York City,New York,NY,10033
JPMorgan Chase Bank,0,Monroe Branch,881,5/17/1974,7/14/1996,"475 Route 17m, K-Mart Plaza",Monroe,Orange,NY,10950
JPMorgan Chase Bank,0,Brewster Branch,883,9/1/1975,7/14/1996,1511 Route 22,Brewster,Putnam,NY,10509
JPMorgan Chase Bank,0,Eastchester Branch,975,8/12/1947,7/14/1996,360 White Plains Road,Eastchester,Westchester,NY,10709
JPMorgan Chase Bank,0,Halston and Harrison Branch,977,4/20/1940,7/14/1996,275 Halstead Avenue,Harrison,Westchester,NY,10528
JPMorgan Chase Bank,0,Larchmont Branch,979,4/13/1956,7/14/1996,125 Chatsworth Avenue,Larchmont,Westchester,NY,10538
JPMorgan Chase Bank,0,Mount Kisco Satellite Express Branch,980,12/6/1960,7/14/1996,777 North Bedford Road,Bedford Hills,Westchester,NY,10507
JPMorgan Chase Bank,0,New Rochelle Branch,981,11/1/1954,7/14/1996,270 North Avenue,New Rochelle,Westchester,NY,10801
JPMorgan Chase Bank,0,Peekskill Branch,982,5/15/1959,7/14/1996,1825 East Main Street,Peekskill,Westchester,NY,10566
JPMorgan Chase Bank,0,Pleasantville Branch,983,6/30/1961,7/14/1996,17 Washington Avenue,Pleasantville,Westchester,NY,10570
JPMorgan Chase Bank,0,Rye Branch,984,8/1/1960,7/14/1996,73 Purchase Street,Rye,Westchester,NY,10580
JPMorgan Chase Bank,0,Thruway Branch,985,8/17/1956,7/14/1996,360 South Broadway,Tarrytown,Westchester,NY,10591
JPMorgan Chase Bank,0,Rosedale Branch,986,11/5/1962,7/14/1996,1214 Mamaroneck Avenue,White Plains,Westchester,NY,10605
JPMorgan Chase Bank,0,Gedney Branch,987,5/18/1953,7/14/1996,501 Mamaroneck Avenue,White Plains,Westchester,NY,10605
JPMorgan Chase Bank,0,North White Plains Branch,988,10/10/1961,7/14/1996,566 North Broadway,White Plains,Westchester,NY,10603
JPMorgan Chase Bank,0,Somers Branch,989,10/31/1974,7/14/1996,265 Route 202,Somers,Westchester,NY,10589
JPMorgan Chase Bank,0,Islip Branch,997,12/28/1979,7/14/1996,556 Main Street,Islip,Suffolk,NY,11751
JPMorgan Chase Bank,0,Merrick Branch,1003,5/18/1987,7/14/1996,2122 Merrick Avenue,Merrick,Nassau,NY,11566
JPMorgan Chase Bank,0,Select Direct I Branch,1016,8/1/1989,7/14/1996,"1 Chase Manhattan Plaza, 33rd Floor",New York City,New York,NY,10005
JPMorgan Chase Bank,0,East Meadow Branch,1017,3/22/1972,7/14/1996,2469 Hempstead Turnpike,East Meadow,Nassau,NY,11554
JPMorgan Chase Bank,0,Cross County Branch,1018,9/24/1973,7/14/1996,762 Central Park Avenue,Yonkers,Westchester,NY,10704
JPMorgan Chase Bank,0,Munsey Park Branch,1021,3/27/1981,7/14/1996,2111 Northern Boulevard,Manhasset,Nassau,NY,11030
JPMorgan Chase Bank,0,Chatham Square Branch,1026,1/2/1991,7/14/1996,2 Bowery,New York City,New York,NY,10013
JPMorgan Chase Bank,0,Hicksville Branch,1028,6/14/1969,7/14/1996,284 North Broadway,Hicksville,Nassau,NY,11801
JPMorgan Chase Bank,0,Jew. Home & Hosp. Mobile Tel. Branch,1032,6/20/1991,7/14/1996,100 West Kingsbridge Road,New York City,Bronx,NY,10468
JPMorgan Chase Bank,0,Metrotech Branch,1038,6/1/1992,7/14/1996,4 Chase Metrotech Center,Brooklyn,Kings,NY,11245
JPMorgan Chase Bank,0,Tower Branch,1040,11/16/1929,7/14/1996,1 S Clinton Ave,Rochester,Monroe,NY,14604
JPMorgan Chase Bank,0,Fairmount Branch,1041,7/27/1964,7/14/1996,3508 West Genesee Street,Syracuse,Onondaga,NY,13219
JPMorgan Chase Bank,0,Dewitt Branch,1042,1/2/1951,7/14/1996,4425 East Genesee Street,De Witt,Onondaga,NY,13214
JPMorgan Chase Bank,0,Industrial Park Branch,1043,10/7/1954,7/14/1996,6004 Court Street,Syracuse,Onondaga,NY,13206
JPMorgan Chase Bank,0,Minoa Branch,1044,2/28/1964,7/14/1996,249 North Main Street,Minoa,Onondaga,NY,13116
JPMorgan Chase Bank,0,Oneida Branch,1045,2/3/1958,7/14/1996,150 West Main Street,Oneida,Madison,NY,13421
JPMorgan Chase Bank,0,Oswego Branch,1046,4/6/1964,7/14/1996,204 West First Street,Oswego,Oswego,NY,13126
JPMorgan Chase Bank,0,Seventh North Branch,1047,5/21/1962,7/14/1996,424 7th North Street,Liverpool,Onondaga,NY,13088
JPMorgan Chase Bank,0,James Street Branch,1049,9/20/1957,7/14/1996,801 James Street,Syracuse,Onondaga,NY,13203
JPMorgan Chase Bank,0,University Branch,1050,9/14/1970,7/14/1996,649 South Crouse Avenue,Syracuse,Onondaga,NY,13210
JPMorgan Chase Bank,0,Manlius Branch,1051,4/17/1972,7/14/1996,329 Fayette Street,Manlius,Onondaga,NY,13104
JPMorgan Chase Bank,0,Cicero Banking Center Branch,1052,9/28/1972,7/14/1996,7888 Brewerton Road,Cicero,Onondaga,NY,13039
JPMorgan Chase Bank,0,Lincoln Center Branch,1054,1/1/1979,7/14/1996,110 West Fayette Street,Syracuse,Onondaga,NY,13202
JPMorgan Chase Bank,0,Brighton Monroe Branch,1055,12/19/1940,7/14/1996,1755 Monroe Street,Rochester,Monroe,NY,14618
JPMorgan Chase Bank,0,Brockport Branch,1056,2/27/1937,7/14/1996,66 Main Street,Brockport,Monroe,NY,14420
JPMorgan Chase Bank,0,Canandaigua Branch,1057,2/28/1948,7/14/1996,130 South Main Street,Canandaigua,Ontario,NY,14424
JPMorgan Chase Bank,0,Charlotte Branch,1063,12/20/1965,7/14/1996,3917 Lake Avenue,Rochester,Monroe,NY,14612
JPMorgan Chase Bank,0,Henrietta Branch,1064,2/25/1957,7/14/1996,1575 East Henrietta Road,Rochester,Monroe,NY,14623
JPMorgan Chase Bank,0,Irondequoit West Branch,1065,12/1/1941,7/14/1996,674 Titus Avenue,Irondequoit,Monroe,NY,14617
JPMorgan Chase Bank,0,Macedon Branch,1066,11/16/1959,7/14/1996,1890 West Wayne Plaza,Macedon,Wayne,NY,14502
JPMorgan Chase Bank,0,Eastway Branch,1067,3/2/1959,7/14/1996,1950 Empire Boulevard,Webster,Monroe,NY,14580
JPMorgan Chase Bank,0,East Rochester Fairport Road Branch,1068,12/13/1962,7/14/1996,865 Fairport Road,East Rochester,Monroe,NY,14445
JPMorgan Chase Bank,0,Monroe Avenue Branch,1071,1/1/1928,7/14/1996,560 Monroe Avenue,Rochester,Monroe,NY,14607
JPMorgan Chase Bank,0,West End Branch,1075,12/1/1921,7/14/1996,36 Genesee Street,Rochester,Monroe,NY,14611
JPMorgan Chase Bank,0,Browncroft Branch,1076,11/19/1951,7/14/1996,245 Merchants Road,Rochester,Monroe,NY,14609
JPMorgan Chase Bank,0,Penfield Branch,1077,3/15/1965,7/14/1996,2159 Fairport 9 Mile Point Road,Fairport,Monroe,NY,14450
JPMorgan Chase Bank,0,Irondequoit East Branch,1078,11/14/1966,7/14/1996,1982 Ridge Road East,Irondequoit,Monroe,NY,14622
JPMorgan Chase Bank,0,Perinton Plaza Branch,1079,12/14/1967,7/14/1996,609 Moseley Road,Fairport,Monroe,NY,14450
JPMorgan Chase Bank,0,Greece Ridge Branch,1080,9/15/1971,7/14/1996,358 Greece Ridge Center Drive,Rochester,Monroe,NY,14626
JPMorgan Chase Bank,0,Pittsford Village Branch,1081,9/28/1972,7/14/1996,31 State Street,Pittsford,Monroe,NY,14534
JPMorgan Chase Bank,0,Westgate Rochester Branch,1082,10/16/1974,7/14/1996,2130 Chili Avenue,Rochester,Monroe,NY,14624
JPMorgan Chase Bank,0,Williamson Branch,1083,11/3/1975,7/14/1996,4124 Pearsall Street,Williamson,Wayne,NY,14589
JPMorgan Chase Bank,0,U Of R River Campus Branch,1084,8/23/1976,7/14/1996,500 Joseph C Wilson Boulevard,Rochester,Monroe,NY,14627
JPMorgan Chase Bank,0,Rochester Medical Center Branch,1085,10/18/1976,7/14/1996,260 Crittenden Boulevard,Rochester,Monroe,NY,14642
JPMorgan Chase Bank,0,Scottsville Branch,1109,11/9/1960,7/14/1996,1 Rochester Street,Scottsville,Monroe,NY,14546
JPMorgan Chase Bank,0,Liverpool Branch,1117,5/30/1974,7/14/1996,4169 Elmcrest Road,Liverpool,Onondaga,NY,13090
JPMorgan Chase Bank,0,Rochester Small Bus Lending Branch,1119,4/10/1991,7/14/1996,2300 Buffalo Road,Rochester,Monroe,NY,14624
JPMorgan Chase Bank,0,Greece Long Pond Branch,1120,6/14/1991,7/14/1996,690 Long Pond Road,Rochester,Monroe,NY,14612
JPMorgan Chase Bank,0,Webster Branch,1122,7/13/1992,7/14/1996,920 Holt Road,Webster,Monroe,NY,14580
JPMorgan Chase Bank,0,Arden Heights Branch,1123,6/30/1990,7/14/1996,230 Arden Avenue,Staten Island,Richmond,NY,10312
JPMorgan Chase Bank,0,Ny Presbyterian Branch,1124,8/30/1993,7/14/1996,180 Fort Washington Avenue,New York City,New York,NY,10032
JPMorgan Chase Bank,0,Bridgeport North End Branch,1139,1/3/1949,7/14/1996,2125 Main Street,Bridgeport,Fairfield,CT,6606
JPMorgan Chase Bank,0,Bridgeport West Side Branch,1140,4/2/1962,7/14/1996,1460 State Street,Bridgeport,Fairfield,CT,6605
JPMorgan Chase Bank,0,Fairfield Center Branch,1142,6/1/1937,7/14/1996,1401 Post Road,Fairfield,Fairfield,CT,6824
JPMorgan Chase Bank,0,South Norwalk Branch,1143,8/5/1957,7/14/1996,50 Washington Street,Norwalk,Fairfield,CT,6854
JPMorgan Chase Bank,0,Trumbull Quality Street Branch,1146,12/11/1965,7/14/1996,"80 Quality Street, Town Hall Sc",Trumbull,Fairfield,CT,6611
JPMorgan Chase Bank,0,Stony Hill Branch,1147,9/24/1966,7/14/1996,111 Newton Road,Danbury,Fairfield,CT,6810
JPMorgan Chase Bank,0,Milford (Ford Street) Branch,1148,9/16/1967,7/14/1996,370 Boston Post Road,Milford,New Haven,CT,6460
JPMorgan Chase Bank,0,Fairfield Woods Branch,1149,3/15/1969,7/14/1996,2272 Black Rock Turnpike,Fairfield,Fairfield,CT,6825
JPMorgan Chase Bank,0,South Wilton Branch,1150,9/27/1969,7/14/1996,34 Danbury Road,Wilton,Fairfield,CT,6897
JPMorgan Chase Bank,0,Greenfield Hill Branch,1151,7/31/1973,7/14/1996,161 Hillside Road,Fairfield,Fairfield,CT,6824
JPMorgan Chase Bank,0,Newtown Branch,1153,12/28/1974,7/14/1996,30 Church Hill Road,Newtown,Fairfield,CT,6470
JPMorgan Chase Bank,0,Darien Branch,1154,10/5/1979,7/14/1996,454 Post Road,Darien,Fairfield,CT,6820
JPMorgan Chase Bank,0,Shelton Branch,1155,7/10/1982,7/14/1996,675 Bridgeport Avenue,Shelton,Fairfield,CT,6484
JPMorgan Chase Bank,0,Westport Main Street Branch,1157,7/2/1984,7/14/1996,184 Main Street,Westport,Fairfield,CT,6880
JPMorgan Chase Bank,0,New Haven Church Street Branch,1161,12/15/1986,7/14/1996,234 Church Street,New Haven,New Haven,CT,6510
JPMorgan Chase Bank,0,Greens Farms Branch,1164,12/1/1989,7/14/1996,1090 Post Road East,Westport,Fairfield,CT,6880
JPMorgan Chase Bank,0,Bridgeport Boston Avenue Branch,1166,11/6/1958,7/14/1996,123 Boston Avenue,Bridgeport,Fairfield,CT,6610
JPMorgan Chase Bank,0,Stratford Barnum Avenue Branch,1168,8/6/1959,7/14/1996,2855 Main Street,Stratford,Fairfield,CT,6614
JPMorgan Chase Bank,0,Monroe Ct Branch,1170,8/8/1979,7/14/1996,456 Monroe Turnpike,Monroe,Fairfield,CT,6468
JPMorgan Chase Bank,0,New Canaan Branch,1171,01/01/1859,7/14/1996,21 East Avenue,New Canaan,Fairfield,CT,6840
JPMorgan Chase Bank,0,New Canaan Drive-In Branch,1172,5/18/1974,7/14/1996,21 East Avenue,New Canaan,Fairfield,CT,6840
JPMorgan Chase Bank,0,Wilton Center Branch,1173,9/9/1978,7/14/1996,33 Old Ridgefield Road,Wilton,Fairfield,CT,6897
JPMorgan Chase Bank,0,Ridgefield Branch,1174,11/13/1971,7/14/1996,92-98 Grove Street,Ridgefield,Fairfield,CT,6877
JPMorgan Chase Bank,0,Greenwich Financial Center Branch,1176,7/15/1987,7/14/1996,3a Pickwick Plaza,Greenwich,Fairfield,CT,6830
JPMorgan Chase Bank,0,Stamford Prospect Street Branch,1177,6/21/1982,7/14/1996,45 Prospect Street,Stamford,Fairfield,CT,6901
JPMorgan Chase Bank,0,Oradell Branch,1191,3/10/1995,7/14/1996,417 Kinderkamack Road,Oradell,Bergen,NJ,7649
JPMorgan Chase Bank,0,South Street Branch,1194,1/4/1982,12/1/1996,225 South Street,Morristown,Morris,NJ,7960
JPMorgan Chase Bank,0,Boonton Branch,1195,11/29/1954,12/1/1996,"530 Myrtle Avenue, A&p",Boonton,Morris,NJ,7005
JPMorgan Chase Bank,0,Lake Hiawatha Branch,1196,2/1/1966,12/1/1996,53 North Beverwyck Road,Lake Hiawatha,Morris,NJ,7034
JPMorgan Chase Bank,0,Denville Branch,1199,1/24/1949,12/1/1996,57 Diamond Spring Rd,Denville,Morris,NJ,7834
JPMorgan Chase Bank,0,Florham Park Branch,1200,6/25/1956,12/1/1996,186 Ridgedale Avenue,Florham Park,Morris,NJ,7932
JPMorgan Chase Bank,0,Madison Waverly Branch,1201,12/22/1958,12/1/1996,2 Waverly Place,Madison,Morris,NJ,7940
JPMorgan Chase Bank,0,New Vernon Branch,1205,3/1/1965,12/1/1996,15 Village Road,New Vernon,Morris,NJ,7976
JPMorgan Chase Bank,0,Parsippany Road Branch,1206,1/30/1967,12/1/1996,100 Parsippany Road,Parsippany,Morris,NJ,7054
JPMorgan Chase Bank,0,Montclair Branch,1208,7/10/1970,12/1/1996,19 North Fullerton Avenue,Montclair,Essex,NJ,7042
JPMorgan Chase Bank,0,Upper Montclair Branch,1209,12/23/1957,12/1/1996,580 Valley Road,Upper Montclair,Essex,NJ,7043
JPMorgan Chase Bank,0,Watchung Plaza Branch,1210,1/10/1936,12/1/1996,17 Watchung Plaza,Montclair,Essex,NJ,7042
JPMorgan Chase Bank,0,Verona Branch,1211,10/1/1951,12/1/1996,566 Bloomfield Avenue,Verona,Essex,NJ,7044
JPMorgan Chase Bank,0,West Caldwell Branch,1212,10/5/1959,12/1/1996,865 Bloomfield Avenue,West Caldwell,Essex,NJ,7006
JPMorgan Chase Bank,0,Short Hills Branch,1213,12/23/1963,12/1/1996,800 Morris Turnpike,Short Hills,Essex,NJ,7078
JPMorgan Chase Bank,0,Patterson Market Branch,1215,5/20/1972,12/1/1996,148 Market Street,Paterson,Passaic,NJ,7505
JPMorgan Chase Bank,0,Midland Avenue Branch,1216,5/12/1980,12/1/1996,36 East Midland Avenue,Paramus,Bergen,NJ,7652
JPMorgan Chase Bank,0,Clifton Branch,1219,5/19/1980,12/1/1996,1459 Main Avenue,Clifton,Passaic,NJ,7011
JPMorgan Chase Bank,0,River Edge Branch,1220,6/13/1981,12/1/1996,686 Kinderkamack Road,River Edge,Bergen,NJ,7661
JPMorgan Chase Bank,0,Hawthorne Branch,1221,6/23/1966,12/1/1996,331 Lafayette Avenue,Hawthorne,Passaic,NJ,7506
JPMorgan Chase Bank,0,Wyckoff Branch,1223,11/9/1970,12/1/1996,525 Cedar Hill Avenue,Wyckoff,Bergen,NJ,7481
JPMorgan Chase Bank,0,Hackensack Branch,1225,5/13/1985,12/1/1996,505 Main Street,Hackensack,Bergen,NJ,7601
JPMorgan Chase Bank,0,Westfield Branch,1226,4/7/1986,12/1/1996,302 East Broad Street,Westfield,Union,NJ,7090
JPMorgan Chase Bank,0,Hillside Branch,1227,6/29/1985,12/1/1996,1152 Liberty Avenue,Hillside,Union,NJ,7205
JPMorgan Chase Bank,0,Ridgewood Branch,1228,12/3/1990,12/1/1996,84 East Ridgewood Avenue East,Ridgewood,Bergen,NJ,7450
JPMorgan Chase Bank,0,Summit Branch,1229,4/13/1992,12/1/1996,67-69 Summit Avenue,Summit,Union,NJ,7901
JPMorgan Chase Bank,0,Palisades Park Branch,1232,10/25/1993,12/1/1996,460 Bergen Boulevard,Palisades Park,Bergen,NJ,7650
JPMorgan Chase Bank,0,Fort Lee Branch,1233,11/30/1994,12/1/1996,188-190 Main Street,Fort Lee,Bergen,NJ,7024
JPMorgan Chase Bank,0,Chase Plaza Branch,1235,1/1/1997,,28 Liberty St,New York City,New York,NY,10005
JPMorgan Chase Bank,0,Montclair - Private Banking Branch,1245,7/1/1997,,483 Bloomfield Avenue,Montclair,Essex,NJ,7042
JPMorgan Chase Bank,0,Montclair Drive-In Branch,1246,7/1/1997,,19 North Fullerton Avenue,Montclair,Essex,NJ,7042
JPMorgan Chase Bank,0,Paramus - Private Banking Branch,1247,9/1/1997,,36 Midland Avenue East,Paramus,Bergen,NJ,7652
JPMorgan Chase Bank,0,Upper Montclair Drive-In Branch,1248,7/1/1997,,580 Valley Road,Upper Montclair,Essex,NJ,7043
JPMorgan Chase Bank,0,Cs First Boston Corp Cashier Branch,1254,7/1/1997,,11 Madison Avenue,New York City,New York,NY,10010
JPMorgan Chase Bank,0,Select Direct II Branch,1255,7/1/1997,,"1 Chase Manhattan Plaza, 33rd Floor",New York City,New York,NY,10005
JPMorgan Chase Bank,0,Javits Convention Center Branch,1261,7/1/1997,,655 West 34th Street,New York City,New York,NY,10001
JPMorgan Chase Bank,0,Krasdale Foods Corp Cashier Branch,1264,7/1/1997,,"400 Food Center Drive, Hunts Point",Bronx,Bronx,NY,10474
JPMorgan Chase Bank,0,Morgan Stanley Corp Cashier Branch,1266,7/1/1997,,1585 Broadway,New York City,New York,NY,10036
JPMorgan Chase Bank,0,New York Coliseum Branch,1270,7/1/1997,,10 Columbus Circle,New York City,New York,NY,10019
JPMorgan Chase Bank,0,Northport Village Drive-In Branch,1272,7/1/1997,,163 Main Street,Northport,Suffolk,NY,11768
JPMorgan Chase Bank,0,Penn Station - Ctcc Branch,1274,7/1/1997,,"132 West 31st Street, Greenly Buildi",New York City,New York,NY,10001
JPMorgan Chase Bank,0,University Heights Branch,1277,7/1/1997,,1755 University Avenue,Bronx,Bronx,NY,10453
JPMorgan Chase Bank,0,Danbury Shoprite Branch,1282,6/30/1998,,"1-A Padanarama Road, North Street Sc",Danbury,Fairfield,CT,6811
JPMorgan Chase Bank,0,Amityville Drive-In Branch,1283,6/30/1998,,4 John Street,Amityville,Suffolk,NY,11701
JPMorgan Chase Bank,0,Avenue Of The Americas Branch,1284,7/1/1997,,"1211 Avenue Of The Americas, 39th Fl",New York City,New York,NY,10036
JPMorgan Chase Bank,0,Center Moriches Drive-In Branch,1285,7/1/1997,,405 Main Street,Center Moriches,Suffolk,NY,11934
JPMorgan Chase Bank,0,Lindenhurst Drive-In Branch,1293,7/1/1997,,265 South Wellwood Avenue,Lindenhurst,Suffolk,NY,11757
JPMorgan Chase Bank,0,Mastercard Int'l Corp Cashier Branch,1296,7/1/1997,,2000 Purchase Street,Purchase,Westchester,NY,10577
JPMorgan Chase Bank,0,Morristown - Private Banking Branch,1297,7/1/1997,,225 South Street,Morristown,Morris,NJ,7960
JPMorgan Chase Bank,0,Prudential Securities Branch,1301,7/1/1997,,1 New York Plaza,New York City,New York,NY,10004
